Bo_gene	subgenome	At_gene
Bo6g084270	MF2	AT1G51640
Bo6g084280	MF2	AT1G51650
Bo6g084300	MF2	AT1G51660
Bo6g084310	MF2	AT1G51680
Bo6g084370	MF2	AT1G51690
Bo6g084390	MF2	AT1G51700
Bo6g084410	MF2	AT1G51730
Bo6g084430	MF2	AT1G51760
Bo6g084440	MF2	AT1G51770
Bo6g084520	MF2	AT1G51790
Bo6g085650	MF2	AT1G51920
Bo6g085690	MF2	AT1G51930
Bo6g086720	MF2	AT1G51960
Bo6g086740	MF2	AT1G51965
Bo6g086750	MF2	AT1G51980
Bo6g086760	MF2	AT1G52000
Bo6g086820	MF2	AT1G52080
Bo6g086830	MF2	AT1G52140
Bo6g086960	MF2	AT1G52280
Bo6g087060	MF2	AT1G52300
Bo6g087070	MF2	AT1G52315
Bo6g087090	MF2	AT1G52330
Bo6g087100	MF2	AT1G52342
Bo6g087130	MF2	AT1G52400
Bo6g087140	MF2	AT1G52410
Bo6g087150	MF2	AT1G52420
Bo6g087180	MF2	AT1G52440
Bo6g087190	MF2	AT1G52500
Bo6g087200	MF2	AT1G52520
Bo6g087210	MF2	AT1G52530
Bo6g087220	MF2	AT1G52540
Bo6g087250	MF2	AT1G52565
Bo6g087270	MF2	AT1G52570
Bo6g087280	MF2	AT1G52580
Bo6g087300	MF2	AT1G52600
Bo6g087330	MF2	AT1G52680
Bo6g087340	MF2	AT1G52695
Bo6g087370	MF2	AT1G52720
Bo6g087380	MF2	AT1G52730
Bo6g087390	MF2	AT1G52740
Bo6g097610	MF2	AT1G53035
Bo6g097580	MF2	AT1G53050
Bo6g097550	MF2	AT1G53140
Bo6g097540	MF2	AT1G53160
Bo6g097530	MF2	AT1G53165
Bo6g097510	MF2	AT1G53170
Bo6g097500	MF2	AT1G53180
Bo6g097490	MF2	AT1G53190
Bo6g097480	MF2	AT1G53200
Bo6g097470	MF2	AT1G53210
Bo6g097430	MF2	AT1G53240
Bo6g097380	MF2	AT1G53290
Bo6g097350	MF2	AT1G53300
Bo6g097340	MF2	AT1G53310
Bo6g097330	MF2	AT1G53310
Bo6g097320	MF2	AT1G53310
Bo6g097310	MF2	AT1G53310
Bo6g097290	MF2	AT1G53320
Bo6g087290	MF2	AT1G53360
Bo00534s200	MF2	AT1G53420
Bo00534s080	MF2	AT1G53680
Bo00534s110	MF2	AT1G53700
Bo6g076210	MF2	AT1G53760
Bo6g076200	MF2	AT1G53800
Bo6g076180	MF2	AT1G53820
Bo6g075920	MF2	AT1G54120
Bo6g075880	MF2	AT1G54130
Bo6g075860	MF2	AT1G54160
Bo6g075840	MF2	AT1G54170
Bo6g075830	MF2	AT1G54217
Bo6g075810	MF2	AT1G54220
Bo6g075800	MF2	AT1G54270
Bo6g075790	MF2	AT1G54280
Bo6g075780	MF2	AT1G54290
Bo1g086080	MF2	AT1G54440
Bo1g086070	MF2	AT1G54450
Bo1g086120	MF2	AT1G54650
Bo1g086160	MF2	AT1G54680
Bo1g086180	MF2	AT1G54710
Bo1g086190	MF2	AT1G54780
Bo1g086200	MF2	AT1G54840
Bo1g086260	MF2	AT1G54990
Bo6g075770	MF2	AT1G55160
Bo6g075760	MF2	AT1G55170
Bo6g075730	MF2	AT1G55210
Bo6g075700	MF2	AT1G55230
Bo6g075670	MF2	AT1G55265
Bo6g075660	MF2	AT1G55270
Bo6g075640	MF2	AT1G55300
Bo6g075600	MF2	AT1G55310
Bo6g075560	MF2	AT1G55340
Bo6g075520	MF2	AT1G55365
Bo6g075510	MF2	AT1G55450
Bo6g075500	MF2	AT1G55460
Bo6g075490	MF2	AT1G55480
Bo6g075480	MF2	AT1G55490
Bo6g075470	MF2	AT1G55520
Bo6g075460	MF2	AT1G55530
Bo6g075450	MF2	AT1G55535
Bo6g075440	MF2	AT1G55600
Bo6g075430	MF2	AT1G55670
Bo6g075380	MF2	AT1G55770
Bo6g075310	MF2	AT1G55860
Bo6g075300	MF2	AT1G55890
Bo6g075290	MF2	AT1G55900
Bo6g075280	MF2	AT1G55920
Bo6g074270	MF2	AT1G55980
Bo6g074260	MF2	AT1G56030
Bo6g074230	MF2	AT1G56050
Bo9g055770	MF2	AT1G56210
Bo9g055760	MF2	AT1G56290
Bo9g055740	MF2	AT1G56310
Bo9g055700	MF2	AT1G56340
Bo9g055690	MF2	AT1G56423
Bo9g055640	MF2	AT1G56450
Bo9g054630	MF2	AT1G56500
Bo9g054600	MF2	AT1G56570
Bo9g054590	MF2	AT1G56580
Bo9g054580	MF2	AT1G56590
Bo9g054570	MF2	AT1G56600
Bo9g054510	MF2	AT1G56670
Bo9g054520	MF2	AT1G56670
Bo9g055720	MF2	AT1G56680
Bo9g054490	MF2	AT1G56710
Bo9g054480	MF2	AT1G56720
Bo9g054430	MF2	AT1G57540
Bo9g053410	MF2	AT1G57620
Bo9g053400	MF2	AT1G57660
Bo9g052170	MF2	AT1G57680
Bo9g053200	MF2	AT1G57700
Bo9g053220	MF2	AT1G57750
Bo9g053390	MF2	AT1G57770
Bo9g052120	MF2	AT1G58050
Bo9g052110	MF2	AT1G58070
Bo9g052100	MF2	AT1G58080
Bo9g052090	MF2	AT1G58100
Bo9g052080	MF2	AT1G58110
Bo9g052060	MF2	AT1G58120
Bo9g052040	MF2	AT1G58210
Bo9g052030	MF2	AT1G58220
Bo9g052020	MF2	AT1G58250
Bo9g050950	MF2	AT1G58290
Bo9g050960	MF2	AT1G58320
Bo9g050920	MF2	AT1G58320
Bo9g050940	MF2	AT1G58320
Bo9g049890	MF2	AT1G58340
Bo9g048870	MF2	AT1G58350
Bo9g048850	MF2	AT1G58360
Bo9g048830	MF2	AT1G58370
Bo9g048800	MF2	AT1G58420
Bo9g048790	MF2	AT1G58460
Bo9g048780	MF2	AT1G58470
Bo9g052150	MF2	AT1G59500
Bo9g048750	MF2	AT1G59510
Bo9g048720	MF2	AT1G59530
Bo9g047670	MF2	AT1G59540
Bo9g046640	MF2	AT1G59580
Bo9g046630	MF2	AT1G59590
Bo9g046620	MF2	AT1G59620
Bo9g046560	MF2	AT1G59620
Bo9g046610	MF2	AT1G59640
Bo9g046580	MF2	AT1G59650
Bo9g046550	MF2	AT1G59670
Bo9g046510	MF2	AT1G59670
Bo9g046500	MF2	AT1G59670
Bo9g046490	MF2	AT1G59710
Bo9g046480	MF2	AT1G59725
Bo9g046470	MF2	AT1G59730
Bo9g046440	MF2	AT1G59740
Bo9g045440	MF2	AT1G59760
Bo9g045390	MF2	AT1G59890
Bo9g045370	MF2	AT1G59940
Bo9g045360	MF2	AT1G59950
Bo9g045350	MF2	AT1G59970
Bo9g045280	MF2	AT1G60000
Bo9g045270	MF2	AT1G60010
Bo9g044270	MF2	AT1G60050
Bo9g044230	MF2	AT1G60060
Bo9g044220	MF2	AT1G60080
Bo9g049870	MF2	AT1G60090
Bo9g044180	MF2	AT1G60220
Bo9g044160	MF2	AT1G60390
Bo9g044090	MF2	AT1G60450
Bo9g044060	MF2	AT1G60490
Bo9g044010	MF2	AT1G60500
Bo9g044000	MF2	AT1G60550
Bo9g043970	MF2	AT1G60590
Bo9g043930	MF2	AT1G60660
Bo9g043910	MF2	AT1G60670
Bo9g043860	MF2	AT1G60680
Bo9g043810	MF2	AT1G60750
Bo9g043800	MF2	AT1G60760
Bo9g043790	MF2	AT1G60770
Bo9g043740	MF2	AT1G60783
Bo9g043730	MF2	AT1G60790
Bo9g043720	MF2	AT1G60810
Bo9g043670	MF2	AT1G60850
Bo9g043660	MF2	AT1G60860
Bo9g043630	MF2	AT1G60870
Bo9g043530	MF2	AT1G60880
Bo9g043520	MF2	AT1G60890
Bo9g043500	MF2	AT1G60900
Bo9g043470	MF2	AT1G60920
Bo9g043460	MF2	AT1G60930
Bo9g043430	MF2	AT1G60930
Bo9g043420	MF2	AT1G60950
Bo9g043370	MF2	AT1G60980
Bo9g043350	MF2	AT1G61050
Bo9g043340	MF2	AT1G61080
Bo9g043330	MF2	AT1G61105
Bo9g042310	MF2	AT1G61120
Bo9g042300	MF2	AT1G61180
Bo9g042220	MF2	AT1G61250
Bo9g042210	MF2	AT1G61255
Bo9g042190	MF2	AT1G61260
Bo9g042160	MF2	AT1G61350
Bo9g042150	MF2	AT1G61360
Bo9g042070	MF2	AT1G61520
Bo9g041010	MF2	AT1G61660
Bo9g040980	MF2	AT1G61680
Bo9g040950	MF2	AT1G61730
Bo9g040940	MF2	AT1G61740
Bo9g040900	MF2	AT1G61780
Bo9g040840	MF2	AT1G61850
Bo9g040830	MF2	AT1G61890
Bo9g040820	MF2	AT1G61900
Bo9g040810	MF2	AT1G61930
Bo9g040740	MF2	AT1G62045
Bo9g038490	MF2	AT1G62260
Bo9g038600	MF2	AT1G62300
Bo9g038630	MF2	AT1G62310
Bo9g037460	MF2	AT1G62320
Bo9g037440	MF2	AT1G62330
Bo9g037420	MF2	AT1G62360
Bo9g037370	MF2	AT1G62380
Bo9g037360	MF2	AT1G62400
Bo9g037340	MF2	AT1G62430
Bo9g037330	MF2	AT1G62440
Bo9g037320	MF2	AT1G62450
Bo9g037270	MF2	AT1G62490
Bo9g037240	MF2	AT1G62500
Bo9g037220	MF2	AT1G62510
Bo9g037200	MF2	AT1G62520
Bo9g037090	MF2	AT1G62630
Bo9g037080	MF2	AT1G62640
Bo9g037050	MF2	AT1G62660
Bo9g036910	MF2	AT1G62700
Bo9g036900	MF2	AT1G62730
Bo9g036880	MF2	AT1G62740
Bo9g036850	MF2	AT1G62760
Bo9g036840	MF2	AT1G62780
Bo9g036810	MF2	AT1G62790
Bo9g036800	MF2	AT1G62800
Bo9g036780	MF2	AT1G62830
Bo9g036770	MF2	AT1G62850
Bo9g036750	MF2	AT1G62870
Bo9g036720	MF2	AT1G62880
Bo9g036710	MF2	AT1G62935
Bo9g036700	MF2	AT1G62950
Bo9g036690	MF2	AT1G62960
Bo9g036680	MF2	AT1G62970
Bo9g036660	MF2	AT1G62990
Bo9g036650	MF2	AT1G62990
Bo9g036630	MF2	AT1G63000
Bo9g028810	MF2	AT1G63020
Bo9g028820	MF2	AT1G63030
Bo9g028830	MF2	AT1G63060
Bo9g028840	MF2	AT1G63090
Bo9g028850	MF2	AT1G63100
Bo9g028860	MF2	AT1G63110
Bo9g028870	MF2	AT1G63120
Bo9g028890	MF2	AT1G63160
Bo9g028900	MF2	AT1G63170
Bo9g028910	MF2	AT1G63180
Bo9g028920	MF2	AT1G63220
Bo9g029020	MF2	AT1G63230
Bo9g028990	MF2	AT1G63230
Bo9g028930	MF2	AT1G63245
Bo9g028950	MF2	AT1G63260
Bo9g028960	MF2	AT1G63290
Bo9g028980	MF2	AT1G63300
Bo9g029050	MF2	AT1G63420
Bo9g029060	MF2	AT1G63430
Bo9g029090	MF2	AT1G63470
Bo9g029100	MF2	AT1G63490
Bo9g029110	MF2	AT1G63500
Bo9g029120	MF2	AT1G63520
Bo9g029150	MF2	AT1G63530
Bo9g029170	MF2	AT1G63550
Bo9g029220	MF2	AT1G63640
Bo9g029230	MF2	AT1G63650
Bo9g029250	MF2	AT1G63670
Bo9g029280	MF2	AT1G63680
Bo9g029340	MF2	AT1G63720
Bo9g029400	MF2	AT1G63830
Bo9g029410	MF2	AT1G63840
Bo9g029430	MF2	AT1G63855
Bo9g029440	MF2	AT1G63860
Bo9g029490	MF2	AT1G63900
Bo9g029530	MF2	AT1G63910
Bo9g033970	MF2	AT1G63910
Bo9g029570	MF2	AT1G63930
Bo9g029590	MF2	AT1G63940
Bo9g030600	MF2	AT1G63970
Bo9g033940	MF2	AT1G63970
Bo9g030610	MF2	AT1G63980
Bo9g033930	MF2	AT1G63980
Bo9g030630	MF2	AT1G64000
Bo9g033920	MF2	AT1G64000
Bo9g033910	MF2	AT1G64010
Bo9g030640	MF2	AT1G64010
Bo9g030650	MF2	AT1G64040
Bo9g030680	MF2	AT1G64090
Bo9g030690	MF2	AT1G64140
Bo9g030710	MF2	AT1G64160
Bo9g030720	MF2	AT1G64170
Bo9g030740	MF2	AT1G64180
Bo9g030750	MF2	AT1G64185
Bo9g030760	MF2	AT1G64210
Bo9g030770	MF2	AT1G64220
Bo9g030810	MF2	AT1G64280
Bo9g030870	MF2	AT1G64340
Bo9g030880	MF2	AT1G64355
Bo9g030890	MF2	AT1G64370
Bo9g030900	MF2	AT1G64380
Bo9g030910	MF2	AT1G64385
Bo9g030930	MF2	AT1G64390
Bo9g030940	MF2	AT1G64400
Bo9g030950	MF2	AT1G64405
Bo9g030980	MF2	AT1G64480
Bo9g030990	MF2	AT1G64510
Bo9g031030	MF2	AT1G64610
Bo9g031050	MF2	AT1G64625
Bo9g031080	MF2	AT1G64640
Bo9g031090	MF2	AT1G64670
Bo6g027760	MF2	AT1G67220
Bo6g027780	MF2	AT1G67250
Bo6g027790	MF2	AT1G67260
Bo6g027800	MF2	AT1G67310
Bo6g027810	MF2	AT1G67325
Bo6g027820	MF2	AT1G67330
Bo6g027830	MF2	AT1G67340
Bo6g027850	MF2	AT1G67360
Bo6g027860	MF2	AT1G67410
Bo6g027870	MF2	AT1G67420
Bo6g027890	MF2	AT1G67430
Bo6g027910	MF2	AT1G67490
Bo6g027920	MF2	AT1G67500
Bo6g028040	MF2	AT1G67560
Bo6g028070	MF2	AT1G67570
Bo6g028080	MF2	AT1G67650
Bo6g028090	MF2	AT1G67690
Bo6g028110	MF2	AT1G67700
Bo6g028120	MF2	AT1G67710
Bo6g028130	MF2	AT1G67740
Bo6g028210	MF2	AT1G67750
Bo6g028240	MF2	AT1G67785
Bo6g028260	MF2	AT1G67840
Bo6g028270	MF2	AT1G67850
Bo6g028300	MF2	AT1G67870
Bo6g028350	MF2	AT1G67880
Bo6g028380	MF2	AT1G67900
Bo6g028390	MF2	AT1G67910
Bo6g028400	MF2	AT1G67920
Bo6g028410	MF2	AT1G67930
Bo6g029470	MF2	AT1G68020
Bo6g029480	MF2	AT1G68060
Bo6g029490	MF2	AT1G68080
Bo6g029500	MF2	AT1G68100
Bo6g029510	MF2	AT1G68130
Bo6g029540	MF2	AT1G68160
Bo6g029640	MF2	AT1G68310
Bo6g029650	MF2	AT1G68320
Bo6g029670	MF2	AT1G68330
Bo6g029690	MF2	AT1G68350
Bo6g029710	MF2	AT1G68430
Bo6g029720	MF2	AT1G68460
Bo6g029730	MF2	AT1G68490
Bo6g029750	MF2	AT1G68520
Bo6g030750	MF2	AT1G68530
Bo6g030780	MF2	AT1G68560
Bo6g030790	MF2	AT1G68570
Bo6g030800	MF2	AT1G68580
Bo6g030810	MF2	AT1G68590
Bo6g030830	MF2	AT1G68610
Bo6g030820	MF2	AT1G68620
Bo6g030840	MF2	AT1G68660
Bo6g030850	MF2	AT1G68680
Bo6g030870	MF2	AT1G68710
Bo6g030910	MF2	AT1G68740
Bo6g030930	MF2	AT1G68750
Bo6g030970	MF2	AT1G68810
Bo6g031000	MF2	AT1G68850
Bo6g031010	MF2	AT1G68870
Bo6g031060	MF2	AT1G68990
Bo6g031070	MF2	AT1G69120
Bo6g031190	MF2	AT1G69260
Bo6g031240	MF2	AT1G69310
Bo6g031250	MF2	AT1G69370
Bo6g031260	MF2	AT1G69390
Bo6g031280	MF2	AT1G69420
Bo6g031300	MF2	AT1G69440
Bo6g031320	MF2	AT1G69490
Bo6g031390	MF2	AT1G69520
Bo6g031350	MF2	AT1G69550
Bo6g031430	MF2	AT1G69560
Bo6g031440	MF2	AT1G69570
Bo6g031450	MF2	AT1G69580
Bo6g031460	MF2	AT1G69588
Bo6g031470	MF2	AT1G69620
Bo6g031530	MF2	AT1G69680
Bo6g031560	MF2	AT1G69690
Bo6g031600	MF2	AT1G69760
Bo6g031660	MF2	AT1G69780
Bo6g031710	MF2	AT1G69850
Bo6g031740	MF2	AT1G69890
Bo6g031750	MF2	AT1G69910
Bo6g031800	MF2	AT1G69920
Bo6g031840	MF2	AT1G70000
Bo6g031920	MF2	AT1G70170
Bo6g031930	MF2	AT1G70180
Bo6g031940	MF2	AT1G70190
Bo6g031950	MF2	AT1G70200
Bo6g031980	MF2	AT1G70230
Bo6g031990	MF2	AT1G70260
Bo6g032060	MF2	AT1G70270
Bo6g032070	MF2	AT1G70280
Bo6g032100	MF2	AT1G70350
Bo6g032110	MF2	AT1G70370
Bo6g032120	MF2	AT1G70490
Bo6g032160	MF2	AT1G70600
Bo6g032170	MF2	AT1G70610
Bo6g032200	MF2	AT1G70670
Bo6g032220	MF2	AT1G70710
Bo6g032230	MF2	AT1G70720
Bo6g032240	MF2	AT1G70740
Bo6g032290	MF2	AT1G70790
Bo6g032320	MF2	AT1G70830
Bo6g032380	MF2	AT1G70940
Bo6g032390	MF2	AT1G71070
Bo6g032400	MF2	AT1G71130
Bo6g032420	MF2	AT1G71140
Bo6g032460	MF2	AT1G71250
Bo6g032470	MF2	AT1G71310
Bo6g032510	MF2	AT1G71390
Bo6g032620	MF2	AT1G71450
Bo6g032630	MF2	AT1G71460
Bo6g032650	MF2	AT1G71490
Bo6g032690	MF2	AT1G71530
Bo6g032700	MF2	AT1G71691
Bo6g032710	MF2	AT1G71692
Bo6g032740	MF2	AT1G71710
Bo6g033780	MF2	AT1G71770
Bo6g033790	MF2	AT1G71780
Bo6g033800	MF2	AT1G71800
Bo6g033810	MF2	AT1G71820
Bo6g033820	MF2	AT1G71830
Bo6g033830	MF2	AT1G71840
Bo6g033850	MF2	AT1G71865
Bo6g033920	MF2	AT1G71880
Bo6g033940	MF2	AT1G71900
Bo6g033960	MF2	AT1G71940
Bo6g033970	MF2	AT1G71960
Bo6g033980	MF2	AT1G71960
Bo6g033990	MF2	AT1G71970
Bo6g034010	MF2	AT1G72020
Bo6g034020	MF2	AT1G72030
Bo6g034040	MF2	AT1G72050
Bo6g034050	MF2	AT1G72120
Bo6g034160	MF2	AT1G72150
Bo6g034180	MF2	AT1G72170
Bo6g034200	MF2	AT1G72180
Bo6g034210	MF2	AT1G72190
Bo6g034220	MF2	AT1G72200
Bo6g034260	MF2	AT1G72210
Bo6g035280	MF2	AT1G72350
Bo6g035290	MF2	AT1G72360
Bo6g035300	MF2	AT1G72370
Bo6g035310	MF2	AT1G72430
Bo6g035320	MF2	AT1G72460
Bo6g035330	MF2	AT1G72470
Bo6g035360	MF2	AT1G72530
Bo6g035420	MF2	AT1G72530
Bo6g035430	MF2	AT1G72540
Bo6g035440	MF2	AT1G72610
Bo6g035450	MF2	AT1G72620
Bo6g035460	MF2	AT1G72630
Bo6g036500	MF2	AT1G72790
Bo6g036510	MF2	AT1G72820
Bo6g037620	MF2	AT1G72880
Bo6g038690	MF2	AT1G72970
Bo6g038700	MF2	AT1G72990
Bo6g038720	MF2	AT1G73020
Bo6g038730	MF2	AT1G73030
Bo6g038750	MF2	AT1G73100
Bo6g038780	MF2	AT1G73160
Bo6g038800	MF2	AT1G73165
Bo6g038830	MF2	AT1G73177
Bo6g038840	MF2	AT1G73180
Bo6g038850	MF2	AT1G73190
Bo6g038870	MF2	AT1G73210
Bo6g038910	MF2	AT1G73230
Bo6g038930	MF2	AT1G73260
Bo6g039010	MF2	AT1G73350
Bo6g039020	MF2	AT1G73360
Bo6g039030	MF2	AT1G73370
Bo6g039040	MF2	AT1G73450
Bo6g039070	MF2	AT1G73480
Bo6g039080	MF2	AT1G73500
Bo6g039130	MF2	AT1G73590
Bo6g039150	MF2	AT1G73600
Bo6g039210	MF2	AT1G73655
Bo6g039230	MF2	AT1G73670
Bo6g039240	MF2	AT1G73680
Bo6g039250	MF2	AT1G73700
Bo6g039270	MF2	AT1G73720
Bo6g039280	MF2	AT1G73730
Bo6g039290	MF2	AT1G73760
Bo6g039330	MF2	AT1G73805
Bo6g039360	MF2	AT1G73820
Bo6g039370	MF2	AT1G73840
Bo6g039380	MF2	AT1G73860
Bo6g039400	MF2	AT1G73880
Bo6g039410	MF2	AT1G73885
Bo6g039420	MF2	AT1G73920
Bo6g039440	MF2	AT1G73940
Bo6g039700	MF2	AT1G74250
Bo6g039740	MF2	AT1G74310
Bo6g039750	MF2	AT1G74370
Bo6g039760	MF2	AT1G74380
Bo6g039770	MF2	AT1G74400
Bo6g039780	MF2	AT1G74410
Bo6g039790	MF2	AT1G74420
Bo6g039800	MF2	AT1G74430
Bo6g039820	MF2	AT1G74430
Bo6g039860	MF2	AT1G74460
Bo6g039870	MF2	AT1G74490
Bo6g039880	MF2	AT1G74500
Bo6g039890	MF2	AT1G74510
Bo6g039900	MF2	AT1G74540
Bo6g039930	MF2	AT1G74660
Bo6g040000	MF2	AT1G74720
Bo6g040020	MF2	AT1G74780
Bo6g040030	MF2	AT1G74800
Bo6g040040	MF2	AT1G74820
Bo6g040050	MF2	AT1G74830
Bo6g040070	MF2	AT1G74910
Bo6g040080	MF2	AT1G74920
Bo6g040090	MF2	AT1G74930
Bo6g040100	MF2	AT1G74940
Bo6g040110	MF2	AT1G74950
Bo6g040120	MF2	AT1G74960
Bo6g040150	MF2	AT1G74970
Bo6g040160	MF2	AT1G75020
Bo6g040170	MF2	AT1G75030
Bo6g040260	MF2	AT1G75030
Bo6g040270	MF2	AT1G75080
Bo6g040280	MF2	AT1G75110
Bo6g040290	MF2	AT1G75140
Bo6g040300	MF2	AT1G75160
Bo6g040330	MF2	AT1G75180
Bo6g040340	MF2	AT1G75200
Bo6g040310	MF2	AT1G75210
Bo6g040350	MF2	AT1G75210
Bo6g040360	MF2	AT1G75220
Bo6g040370	MF2	AT1G75230
Bo6g040390	MF2	AT1G75240
Bo6g040400	MF2	AT1G75330
Bo6g040420	MF2	AT1G75370
Bo6g040450	MF2	AT1G75390
Bo6g040470	MF2	AT1G75400
Bo6g040490	MF2	AT1G75410
Bo6g040510	MF2	AT1G75490
Bo6g040520	MF2	AT1G75500
Bo6g040560	MF2	AT1G75510
Bo6g040570	MF2	AT1G75520
Bo6g040590	MF2	AT1G75540
Bo6g040600	MF2	AT1G75550
Bo6g040610	MF2	AT1G75580
Bo6g040620	MF2	AT1G75600
Bo6g041820	MF2	AT1G75640
Bo6g040640	MF2	AT1G75717
Bo6g040670	MF2	AT1G75760
Bo6g040690	MF2	AT1G75780
Bo6g040700	MF2	AT1G75830
Bo6g040730	MF2	AT1G75840
Bo6g041740	MF2	AT1G75880
Bo6g041760	MF2	AT1G75950
Bo6g041770	MF2	AT1G75980
Bo6g041830	MF2	AT1G76250
Bo6g041840	MF2	AT1G76310
Bo6g041890	MF2	AT1G76360
Bo6g041900	MF2	AT1G76400
Bo6g041910	MF2	AT1G76405
Bo6g041920	MF2	AT1G76410
Bo6g041930	MF2	AT1G76430
Bo6g041940	MF2	AT1G76440
Bo6g041950	MF2	AT1G76500
Bo6g041960	MF2	AT1G76520
Bo6g041980	MF2	AT1G76590
Bo6g041990	MF2	AT1G76600
Bo6g042050	MF2	AT1G76610
Bo6g043070	MF2	AT1G76730
Bo6g043080	MF2	AT1G76750
Bo6g043090	MF2	AT1G76790
Bo6g043110	MF2	AT1G76850
Bo6g043120	MF2	AT1G76860
Bo6g043130	MF2	AT1G76870
Bo6g043200	MF2	AT1G76950
Bo6g043220	MF2	AT1G76952
Bo6g043350	MF2	AT1G76990
Bo6g043360	MF2	AT1G77000
Bo6g043330	MF2	AT1G77010
Bo6g043370	MF2	AT1G77030
Bo6g043390	MF2	AT1G77120
Bo6g043400	MF2	AT1G77140
Bo6g043430	MF2	AT1G77230
Bo6g043440	MF2	AT1G77250
Bo6g043460	MF2	AT1G77310
Bo6g043470	MF2	AT1G77330
Bo6g043500	MF2	AT1G77420
Bo6g043510	MF2	AT1G77460
Bo6g043520	MF2	AT1G77470
Bo6g043530	MF2	AT1G77510
Bo6g043560	MF2	AT1G77540
Bo6g043570	MF2	AT1G77590
Bo6g044680	MF2	AT1G77660
Bo6g044720	MF2	AT1G77670
Bo6g044730	MF2	AT1G77690
Bo6g044740	MF2	AT1G77700
Bo6g044760	MF2	AT1G77710
Bo6g044770	MF2	AT1G77720
Bo6g044810	MF2	AT1G77760
Bo6g044820	MF2	AT1G77770
Bo6g044830	MF2	AT1G77830
Bo6g044840	MF2	AT1G77840
Bo6g044850	MF2	AT1G77850
Bo6g044880	MF2	AT1G77885
Bo6g044930	MF2	AT1G77940
Bo6g044960	MF2	AT1G78020
Bo6g044980	MF2	AT1G78080
Bo6g044990	MF2	AT1G78110
Bo6g045000	MF2	AT1G78120
Bo6g045060	MF2	AT1G78170
Bo6g045070	MF2	AT1G78190
Bo6g045080	MF2	AT1G78240
Bo6g045090	MF2	AT1G78260
Bo6g045100	MF2	AT1G78290
Bo6g045120	MF2	AT1G78300
Bo6g045130	MF2	AT1G78310
Bo6g045220	MF2	AT1G78320
Bo6g045230	MF2	AT1G78410
Bo6g045250	MF2	AT1G78420
Bo6g045260	MF2	AT1G78430
Bo6g045280	MF2	AT1G78710
Bo6g045290	MF2	AT1G78730
Bo6g045310	MF2	AT1G78815
Bo6g045320	MF2	AT1G78820
Bo6g045350	MF2	AT1G78870
Bo6g045360	MF2	AT1G78895
Bo6g045370	MF2	AT1G78900
Bo6g045380	MF2	AT1G78915
Bo6g045390	MF2	AT1G78922
Bo6g045420	MF2	AT1G78990
Bo6g045470	MF2	AT1G78995
Bo6g045480	MF2	AT1G79010
Bo6g045490	MF2	AT1G79020
Bo6g045500	MF2	AT1G79030
Bo6g045510	MF2	AT1G79050
Bo6g045550	MF2	AT1G79090
Bo6g045570	MF2	AT1G79110
Bo6g045640	MF2	AT1G79150
Bo6g045650	MF2	AT1G79160
Bo6g045690	MF2	AT1G79180
Bo6g045700	MF2	AT1G79210
Bo6g045710	MF2	AT1G79230
Bo6g045730	MF2	AT1G79270
Bo6g045740	MF2	AT1G79280
Bo6g045760	MF2	AT1G79310
Bo6g045810	MF2	AT1G79430
Bo6g045820	MF2	AT1G79450
Bo6g045830	MF2	AT1G79490
Bo6g045840	MF2	AT1G79500
Bo6g045850	MF2	AT1G79510
Bo6g045860	MF2	AT1G79530
Bo6g045870	MF2	AT1G79550
Bo6g045890	MF2	AT1G79560
Bo6g045900	MF2	AT1G79580
Bo6g045930	MF2	AT1G79640
Bo6g045940	MF2	AT1G79650
Bo6g045980	MF2	AT1G79670
Bo6g046010	MF2	AT1G79690
Bo6g046030	MF2	AT1G79720
Bo6g046900	MF2	AT1G79760
Bo6g046870	MF2	AT1G79800
Bo6g046840	MF2	AT1G79840
Bo6g046830	MF2	AT1G79860
Bo6g046820	MF2	AT1G79870
Bo6g046810	MF2	AT1G79880
Bo6g046800	MF2	AT1G79940
Bo6g046770	MF2	AT1G79970
Bo6g046750	MF2	AT1G79990
Bo6g046740	MF2	AT1G80000
Bo6g046730	MF2	AT1G80010
Bo6g046700	MF2	AT1G80040
Bo6g046690	MF2	AT1G80050
Bo6g046680	MF2	AT1G80080
Bo6g046660	MF2	AT1G80100
Bo6g046610	MF2	AT1G80210
Bo6g046600	MF2	AT1G80220
Bo6g046590	MF2	AT1G80240
Bo6g046530	MF2	AT1G80270
Bo6g046520	MF2	AT1G80300
Bo6g046560	MF2	AT1G80330
Bo6g046500	MF2	AT1G80360
Bo6g046470	MF2	AT1G80370
Bo6g046460	MF2	AT1G80380
Bo6g046440	MF2	AT1G80450
Bo6g046430	MF2	AT1G80460
Bo6g046410	MF2	AT1G80490
Bo6g046370	MF2	AT1G80510
Bo6g046360	MF2	AT1G80520
Bo6g046260	MF2	AT1G80660
Bo6g046250	MF2	AT1G80670
Bo6g046240	MF2	AT1G80680
Bo6g046220	MF2	AT1G80690
Bo6g046210	MF2	AT1G80700
Bo6g046180	MF2	AT1G80730
Bo6g046170	MF2	AT1G80750
Bo6g046160	MF2	AT1G80770
Bo6g046150	MF2	AT1G80790
Bo6g046120	MF2	AT1G80820
Bo6g046090	MF2	AT1G80840
Bo6g046080	MF2	AT1G80890
Bo6g046070	MF2	AT1G80910
