gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo9g174240	Bo9g174240	42	141	218	166	181	118	154	114
Bo9g174250	Bo9g174250	2	1	0	0	0	0	2	3
Bo9g174260	Bo9g174260	568	1608	1129	1056	608	1278	1584	1483
Bo9g174270	Bo9g174270	267	735	709	747	460	648	912	731
Bo9g174280	Bo9g174280	6	11	25	18	18	33	34	45
Bo9g174290	Bo9g174290	712	1342	557	343	285	1406	1862	1930
Bo9g174300	Bo9g174300	28	59	121	94	77	116	96	102
Bo9g174310	Bo9g174310	190	462	651	779	371	714	777	772
Bo9g174320	Bo9g174320	279	754	672	489	361	469	502	450
Bo9g174330	Bo9g174330	60	185	141	92	60	108	112	104
Bo9g174340	Bo9g174340	108	304	256	152	128	237	286	263
Bo9g174350	Bo9g174350	47	110	115	130	103	160	188	195
Bo9g174360	Bo9g174360	47	66	49	27	11	156	182	209
Bo9g174370	Bo9g174370	356	903	1704	950	640	1377	1628	1607
Bo9g174380	Bo9g174380	33	75	215	125	101	70	100	68
Bo9g174390	Bo9g174390	29	47	54	46	29	50	72	75
Bo9g174400	Bo9g174400	0	1	1	3	6	0	1	4
Bo9g174410	Bo9g174410	42	97	136	92	71	166	137	130
Bo9g174430	Bo9g174430	0	3	10	2	2	0	1	0
Bo9g174440	Bo9g174440	37	49	95	71	59	138	85	93
Bo9g174450	Bo9g174450	3	7	15	10	3	1	15	10
Bo9g174460	Bo9g174460	48	154	190	126	117	225	211	249
Bo9g174470	Bo9g174470	71	140	90	59	39	109	109	119
Bo9g174480	Bo9g174480	139	298	319	246	141	378	391	322
Bo9g174490	Bo9g174490	68	71	34	23	27	96	130	113
Bo9g174520	Bo9g174520	8	19	14	12	6	30	25	21
Bo9g174530	Bo9g174530	154	335	254	225	120	348	447	434
Bo9g174540	Bo9g174540	854	1752	936	792	498	1063	1560	1305
Bo9g174550	Bo9g174550	407	702	706	590	355	989	1013	972
Bo9g174560	Bo9g174560	43	108	68	61	45	55	78	84
Bo9g174570	Bo9g174570	1402	2924	5501	3057	3012	2190	2796	2545
Bo9g174580	Bo9g174580	1	2	6	5	6	2	5	5
Bo9g174600	Bo9g174600	3	3	0	0	0	0	1	0
Bo9g174610	Bo9g174610	2	2	4	3	1	1	0	1
Bo9g174620	Bo9g174620	0	0	0	2	4	1	0	1
Bo9g174630	Bo9g174630	0	4	0	0	0	2	5	5
Bo9g174640	Bo9g174640	191	429	378	220	160	341	467	458
Bo9g174650	Bo9g174650	4	7	47	23	28	35	53	51
Bo9g174660	Bo9g174660	8	51	37	35	34	64	81	88
Bo9g174670	Bo9g174670	29	61	38	8	13	6	11	8
Bo9g174720	Bo9g174720	60	124	102	86	51	39	46	40
Bo9g174730	Bo9g174730	14	39	66	47	36	34	49	43
Bo9g174740	Bo9g174740	51	152	108	86	58	111	147	160
Bo9g174750	Bo9g174750	0	0	0	0	0	0	0	2
Bo9g174760	Bo9g174760	74	202	196	124	88	135	173	127
Bo9g174770	Bo9g174770	39	113	174	99	80	252	377	266
Bo9g174780	Bo9g174780	124	329	296	156	89	287	368	328
Bo9g174790	Bo9g174790	2	8	7	9	12	11	26	24
Bo9g174800	Bo9g174800	0	1	20	10	11	9	7	9
Bo9g174810	Bo9g174810	62	106	175	121	87	100	143	126
Bo9g174820	Bo9g174820	43	100	84	43	30	156	122	93
Bo9g174830	Bo9g174830	413	786	739	419	354	934	1277	1128
Bo9g174840	Bo9g174840	34	93	0	0	0	160	196	144
Bo9g174850	Bo9g174850	0	6	37	15	23	0	3	1
Bo9g174860	Bo9g174860	52	149	106	64	54	223	221	184
Bo9g174870	Bo9g174870	126	320	606	568	301	365	1126	1500
Bo9g174880	Bo9g174880	128	361	358	194	188	149	329	311
Bo9g174900	Bo9g174900	17	83	68	37	32	20	49	36
Bo9g174910	Bo9g174910	0	0	7	1	0	0	3	2
Bo9g174920	Bo9g174920	0	0	17	12	15	2	0	0
Bo9g174930	Bo9g174930	13	21	42	19	16	42	52	49
Bo9g174940	Bo9g174940	31	85	43	56	35	112	82	63
Bo9g174950	Bo9g174950	80	198	212	177	121	120	167	128
Bo9g174960	Bo9g174960	99	238	195	135	92	138	133	120
Bo9g174970	Bo9g174970	18	62	29	51	36	41	64	48
Bo9g174980	Bo9g174980	1	0	2	2	20	5	51	24
Bo9g174990	Bo9g174990	0	0	8	4	5	4	2	7
Bo9g175000	Bo9g175000	1	3	40	13	10	19	27	25
Bo9g175010	Bo9g175010	5	15	18	10	9	21	30	29
Bo9g175020	Bo9g175020	0	0	0	0	2	1	2	4
Bo9g175030	Bo9g175030	116	209	383	377	317	378	298	296
Bo9g175040	Bo9g175040	54	187	265	158	150	182	166	132
Bo9g175050	Bo9g175050	5	11	11	4	6	17	26	32
Bo9g175060	Bo9g175060	1	4	1	0	1	1	5	6
Bo9g175070	Bo9g175070	723	994	1653	1173	763	949	1357	1324
Bo9g175080	Bo9g175080	1778	4849	4767	4392	2059	4044	7147	6185
Bo9g175090	Bo9g175090	1	3	0	5	0	0	3	1
Bo9g175100	Bo9g175100	0	0	0	0	1	3	2	0
Bo9g175110	Bo9g175110	46	94	111	85	112	240	267	288
Bo9g175120	Bo9g175120	6	18	0	2	1	0	1	0
Bo9g175130	Bo9g175130	67	194	240	141	126	73	106	75
Bo9g175150	Bo9g175150	15	57	50	87	45	17	25	33
Bo9g175160	Bo9g175160	36	75	150	167	148	201	213	239
Bo9g175170	Bo9g175170	0	0	12	19	19	12	24	21
Bo9g175180	Bo9g175180	7	30	51	32	52	62	111	68
Bo9g175190	Bo9g175190	1	2	0	0	0	0	1	1
Bo9g175200	Bo9g175200	57	117	158	127	80	211	223	199
Bo9g175210	Bo9g175210	0	0	1	0	2	0	1	3
Bo9g175220	Bo9g175220	0	0	0	0	0	0	0	2
Bo9g175230	Bo9g175230	0	0	0	0	0	1	2	1
Bo9g175240	Bo9g175240	0	0	11	8	13	3	1	0
Bo9g175250	Bo9g175250	0	0	0	1	3	0	1	0
Bo9g175260	Bo9g175260	248	563	792	446	329	423	474	461
Bo9g175270	Bo9g175270	88	277	298	165	119	155	154	181
Bo9g175280	Bo9g175280	0	0	0	1	5	1	1	5
Bo9g175290	Bo9g175290	56	137	166	78	67	102	166	145
Bo9g175300	Bo9g175300	52	175	190	146	90	194	228	236
Bo9g175310	Bo9g175310	15	23	36	19	19	54	69	69
Bo9g175320	Bo9g175320	0	2	0	4	4	11	15	11
Bo9g175330	Bo9g175330	0	0	0	0	0	31	25	41
Bo9g175340	Bo9g175340	0	0	0	1	1	9	17	12
Bo9g175350	Bo9g175350	0	0	1	0	0	0	1	0
Bo9g175370	Bo9g175370	62	133	301	259	223	239	206	198
Bo9g175380	Bo9g175380	20	45	52	58	49	98	69	87
Bo9g175400	Bo9g175400	0	1	4	1	1	11	20	22
Bo9g175410	Bo9g175410	25	165	21	14	14	16	22	21
Bo9g175420	Bo9g175420	2	8	5	9	7	25	22	33
Bo9g175430	Bo9g175430	61	132	168	88	63	121	174	154
Bo9g175440	Bo9g175440	13	35	15	25	10	22	43	33
Bo9g175450	Bo9g175450	0	0	1	0	2	0	0	0
Bo9g175460	Bo9g175460	16	26	148	105	92	29	35	46
Bo9g175470	Bo9g175470	0	0	0	1	0	0	0	1
Bo9g175480	Bo9g175480	39	68	121	93	75	91	120	106
Bo9g175490	Bo9g175490	0	6	2	0	0	1	1	1
Bo9g175500	Bo9g175500	102	292	26	33	5	28	309	370
Bo9g175510	Bo9g175510	326	685	723	421	258	434	758	646
Bo9g175530	Bo9g175530	1	1	1	3	1	1	7	5
Bo9g175540	Bo9g175540	1	0	2	1	2	6	14	12
Bo9g175570	Bo9g175570	0	0	0	0	0	0	1	1
Bo9g175580	Bo9g175580	0	1	2	0	1	2	0	5
Bo9g175590	Bo9g175590	0	0	0	0	1	0	2	2
Bo9g175600	Bo9g175600	0	0	0	0	1	0	1	0
Bo9g175610	Bo9g175610	31	49	80	106	37	217	141	112
Bo9g175620	Bo9g175620	91	292	218	173	77	163	278	239
Bo9g175630	Bo9g175630	15	19	6	4	9	29	16	15
Bo9g175640	Bo9g175640	1	0	9	8	9	1	1	0
Bo9g175650	Bo9g175650	25	56	62	46	31	69	82	75
Bo9g175670	Bo9g175670	0	0	0	0	1	3	1	2
Bo9g175680	Bo9g175680	0	4	57	34	22	0	1	1
Bo9g175690	Bo9g175690	2352	3944	4493	3405	2680	2784	3492	3352
Bo9g175700	Bo9g175700	0	1	2	0	3	1	6	1
Bo9g175710	Bo9g175710	36	129	86	54	41	87	68	71
Bo9g175720	Bo9g175720	64	162	164	127	82	148	186	159
Bo9g175730	Bo9g175730	1	1	24	18	20	2	5	9
Bo9g175740	Bo9g175740	5	6	3	11	4	7	6	3
Bo9g175750	Bo9g175750	3	5	12	23	8	5	6	5
Bo9g175760	Bo9g175760	3	1	1	3	2	9	14	9
Bo9g175780	Bo9g175780	0	0	0	1	1	2	7	5
Bo9g175790	Bo9g175790	94	302	318	293	158	459	438	371
Bo9g175800	Bo9g175800	8	14	9	5	10	35	30	33
Bo9g175810	Bo9g175810	30	58	41	43	14	69	64	76
Bo9g175820	Bo9g175820	0	1	0	0	3	3	1	0
Bo9g175830	Bo9g175830	46	95	77	47	24	62	76	61
Bo9g175840	Bo9g175840	43	117	89	49	54	115	106	107
Bo9g175850	Bo9g175850	79	261	103	40	33	0	6	11
Bo9g175860	Bo9g175860	0	1	2	2	1	0	0	0
Bo9g175870	Bo9g175870	0	0	0	0	0	0	2	0
Bo9g175880	Bo9g175880	22	90	16	15	13	91	196	142
Bo9g175890	Bo9g175890	4	8	0	3	3	2	2	4
Bo9g175900	Bo9g175900	90	185	155	129	81	141	187	173
Bo9g175910	Bo9g175910	30	63	87	69	54	90	73	78
Bo9g175920	Bo9g175920	89	173	241	157	147	229	199	157
Bo9g175930	Bo9g175930	0	0	0	0	2	0	1	1
Bo9g175940	Bo9g175940	0	0	1	1	5	3	5	2
Bo9g175950	Bo9g175950	0	2	10	8	3	0	2	4
Bo9g175960	Bo9g175960	515	1257	659	566	294	1259	1568	1228
Bo9g175970	Bo9g175970	56	160	161	96	58	313	250	201
Bo9g175980	Bo9g175980	9	34	5	10	4	18	42	30
Bo9g175990	Bo9g175990	0	0	4	4	4	13	10	4
Bo9g176000	Bo9g176000	78	147	406	291	211	432	368	346
Bo9g176010	Bo9g176010	229	708	452	362	273	609	556	563
Bo9g176020	Bo9g176020	1	7	5	9	4	3	11	10
Bo9g176030	Bo9g176030	13	53	89	59	59	88	69	98
Bo9g176040	Bo9g176040	37	53	81	62	38	115	132	114
Bo9g176050	Bo9g176050	12	14	16	14	14	38	40	31
Bo9g176060	Bo9g176060	7	14	24	18	14	54	74	71
Bo9g176070	Bo9g176070	65	132	146	109	87	165	132	144
Bo9g176080	Bo9g176080	0	0	0	1	2	5	4	3
Bo9g176090	Bo9g176090	0	0	5	7	6	0	2	0
Bo9g176100	Bo9g176100	42	106	63	54	16	41	40	33
Bo9g176150	Bo9g176150	40	83	47	23	20	98	125	123
Bo9g176160	Bo9g176160	61	122	268	261	175	286	314	284
Bo9g176170	Bo9g176170	70	193	446	282	249	349	259	221
Bo9g176180	Bo9g176180	67	133	102	75	42	120	211	196
Bo9g176190	Bo9g176190	3	7	7	8	6	0	2	2
Bo9g176200	Bo9g176200	107	224	237	142	80	226	243	273
Bo9g176210	Bo9g176210	8	23	36	33	19	66	105	82
Bo9g176220	Bo9g176220	22	33	82	36	27	89	79	86
Bo9g176230	Bo9g176230	0	0	0	0	0	1	2	1
Bo9g176240	Bo9g176240	139	248	188	176	89	9	5	8
Bo9g176250	Bo9g176250	0	0	0	0	1	0	10	2
Bo9g176260	Bo9g176260	12	36	26	44	36	56	84	81
Bo9g176270	Bo9g176270	123	236	411	234	178	245	346	283
Bo9g176280	Bo9g176280	6	10	0	0	0	0	0	0
Bo9g176290	Bo9g176290	150	227	62	51	108	151	118	146
Bo9g176300	Bo9g176300	0	0	0	0	3	0	0	2
Bo9g176310	Bo9g176310	27	85	160	131	106	113	90	72
Bo9g176320	Bo9g176320	0	0	2	2	2	1	2	0
Bo9g176330	Bo9g176330	12	20	9	6	4	6	8	11
Bo9g176340	Bo9g176340	1160	1847	3432	2820	1574	1537	2090	1955
Bo9g176350	Bo9g176350	24	46	60	19	19	24	50	52
Bo9g176360	Bo9g176360	8	14	10	10	7	4	4	3
Bo9g176370	Bo9g176370	29	59	127	78	57	40	50	35
Bo9g176380	Bo9g176380	0	1	0	0	0	0	2	0
Bo9g176450	Bo9g176450	5	17	22	7	3	38	18	16
Bo9g176460	Bo9g176460	275	699	800	664	383	412	635	526
Bo9g176470	Bo9g176470	6	9	21	13	8	22	23	15
Bo9g176480	Bo9g176480	53	123	190	103	58	157	220	212
Bo9g176490	Bo9g176490	0	0	23	7	39	41	42	36
Bo9g176500	Bo9g176500	6	7	21	11	11	48	37	38
Bo9g176510	Bo9g176510	0	0	0	3	3	0	0	0
Bo9g176520	Bo9g176520	266	688	652	517	349	535	694	575
Bo9g176530	Bo9g176530	1	2	232	195	91	3	6	8
Bo9g176550	Bo9g176550	8	61	71	73	78	101	75	69
Bo9g176570	Bo9g176570	2	0	1	1	0	0	1	0
Bo9g176580	Bo9g176580	0	3	0	0	0	0	2	1
Bo9g176590	Bo9g176590	0	0	0	0	0	2	2	5
Bo9g176600	Bo9g176600	120	356	319	185	118	211	375	321
Bo9g176620	Bo9g176620	0	1	9	5	4	11	13	11
Bo9g176630	Bo9g176630	40	133	157	111	97	91	96	131
Bo9g176640	Bo9g176640	12	23	30	18	18	60	77	66
Bo9g176650	Bo9g176650	24	48	92	57	44	47	80	70
Bo9g176660	Bo9g176660	21	65	89	98	47	186	200	157
Bo9g176670	Bo9g176670	23	81	94	95	81	116	145	145
Bo9g176680	Bo9g176680	0	0	1	0	2	2	1	1
Bo9g176690	Bo9g176690	12	36	21	4	12	1	3	0
Bo9g176700	Bo9g176700	68	251	182	182	86	141	235	180
Bo9g176710	Bo9g176710	49	135	132	70	68	115	130	110
Bo9g176720	Bo9g176720	88	225	197	141	85	404	506	503
Bo9g176730	Bo9g176730	119	445	215	208	161	156	224	245
Bo9g176740	Bo9g176740	14	83	2	4	7	0	32	49
Bo9g176750	Bo9g176750	3	8	0	2	0	0	0	0
Bo9g176760	Bo9g176760	16	32	5	2	3	6	1	4
Bo9g176770	Bo9g176770	81	206	262	212	170	254	252	223
Bo9g176780	Bo9g176780	4	7	11	10	15	1	0	1
Bo9g176790	Bo9g176790	0	0	4	2	0	0	0	2
Bo9g176800	Bo9g176800	0	7	0	0	2	0	4	3
Bo9g176810	Bo9g176810	29	87	89	33	61	57	95	82
Bo9g176820	Bo9g176820	2	0	0	0	2	3	4	2
Bo9g176830	Bo9g176830	0	0	1	9	10	3	16	19
Bo9g176840	Bo9g176840	30	111	118	82	77	70	109	107
Bo9g176850	Bo9g176850	17	29	59	34	56	26	48	39
Bo9g176860	Bo9g176860	93	263	248	129	94	260	458	393
Bo9g176870	Bo9g176870	35	99	108	58	41	66	88	113
Bo9g176880	Bo9g176880	2	12	3	10	7	34	29	30
Bo9g176890	Bo9g176890	53	121	115	75	54	115	115	86
Bo9g176900	Bo9g176900	72	165	97	116	52	58	78	69
Bo9g176910	Bo9g176910	427	1080	678	578	314	620	844	848
Bo9g176920	Bo9g176920	0	0	0	0	0	2	2	5
Bo9g176930	Bo9g176930	138	334	214	123	95	289	484	451
Bo9g176940	Bo9g176940	119	435	290	230	174	156	367	347
Bo9g176950	Bo9g176950	0	0	0	0	3	0	1	1
Bo9g176960	Bo9g176960	0	0	0	0	3	2	0	2
Bo9g176980	Bo9g176980	34	65	81	63	56	56	73	58
Bo9g177000	Bo9g177000	64	183	303	185	158	239	267	252
Bo9g177010	Bo9g177010	57	162	318	251	158	235	223	216
Bo9g177020	Bo9g177020	137	320	109	76	30	213	296	235
Bo9g177030	Bo9g177030	37	98	208	189	185	285	282	270
Bo9g177040	Bo9g177040	3	4	17	9	11	12	20	30
Bo9g177050	Bo9g177050	37	84	156	110	92	255	246	235
Bo9g177060	Bo9g177060	48	135	56	28	17	73	109	95
Bo9g177070	Bo9g177070	91	264	356	266	171	272	333	361
Bo9g177080	Bo9g177080	16	57	55	62	26	66	78	69
Bo9g177090	Bo9g177090	0	0	0	1	3	3	9	13
Bo9g177100	Bo9g177100	1	5	6	5	14	19	33	32
Bo9g177110	Bo9g177110	0	0	5	7	2	29	27	38
Bo9g177120	Bo9g177120	2	2	0	0	3	20	7	12
Bo9g177130	Bo9g177130	7	53	25	7	8	7	9	4
Bo9g177140	Bo9g177140	0	0	0	0	1	3	9	3
Bo9g177150	Bo9g177150	33	71	88	40	25	34	73	68
Bo9g177160	Bo9g177160	344	811	1206	984	846	1667	2406	1890
Bo9g177170	Bo9g177170	147	377	345	301	165	355	521	442
Bo9g177180	Bo9g177180	40	95	75	53	35	93	99	103
Bo9g177190	Bo9g177190	2	4	7	2	3	3	8	16
Bo9g177200	Bo9g177200	7	19	11	6	7	13	26	11
Bo9g177210	Bo9g177210	23	52	80	60	48	48	52	51
Bo9g177220	Bo9g177220	0	1	0	2	0	0	0	0
Bo9g177230	Bo9g177230	0	4	0	0	4	2	6	0
Bo9g177240	Bo9g177240	18	40	99	36	32	22	13	19
Bo9g177250	Bo9g177250	449	1052	876	523	281	2461	3062	2618
Bo9g177260	Bo9g177260	59	157	2	0	0	0	2	5
Bo9g177270	Bo9g177270	3	2	83	21	69	116	312	454
Bo9g177280	Bo9g177280	33	98	99	72	22	136	145	146
Bo9g177290	Bo9g177290	42	42	104	77	48	119	137	144
Bo9g177300	Bo9g177300	0	0	3	3	0	1	12	4
Bo9g177310	Bo9g177310	1	4	4	17	4	18	21	24
Bo9g177320	Bo9g177320	120	278	283	241	205	205	223	214
Bo9g177330	Bo9g177330	0	1	0	2	9	1	20	9
Bo9g177340	Bo9g177340	0	0	0	0	0	1	3	0
Bo9g177350	Bo9g177350	100	202	184	153	104	172	238	205
Bo9g177360	Bo9g177360	53	138	198	124	80	64	85	93
Bo9g177370	Bo9g177370	9	28	16	26	14	88	89	94
Bo9g177380	Bo9g177380	0	0	18	10	4	19	11	8
Bo9g177390	Bo9g177390	109	137	165	170	154	245	314	381
Bo9g177400	Bo9g177400	83	159	129	128	65	154	196	194
Bo9g177420	Bo9g177420	0	0	0	3	3	3	10	7
Bo9g177440	Bo9g177440	2	12	37	17	7	1	14	3
Bo9g177450	Bo9g177450	0	1	0	1	2	0	5	1
Bo9g177470	Bo9g177470	1	6	0	0	2	2	3	2
Bo9g177480	Bo9g177480	1	1	5	1	1	0	0	0
Bo9g177490	Bo9g177490	0	0	64	41	48	59	77	56
Bo9g177500	Bo9g177500	459	1420	1114	1096	670	1062	1160	1027
Bo9g177510	Bo9g177510	232	569	584	445	300	447	631	542
Bo9g177520	Bo9g177520	7	3	9	18	20	3770	3636	3893
Bo9g177530	Bo9g177530	0	1	0	0	3	5	7	12
Bo9g177540	Bo9g177540	141	413	464	382	295	445	536	516
Bo9g177550	Bo9g177550	101	163	280	133	114	165	252	213
Bo9g177560	Bo9g177560	138	373	309	226	137	226	339	287
Bo9g177570	Bo9g177570	62	136	224	136	87	118	172	161
Bo9g177580	Bo9g177580	14	25	45	46	35	117	99	102
Bo9g177590	Bo9g177590	6	9	7	8	8	6	6	2
Bo9g177600	Bo9g177600	4	13	9	4	2	6	11	13
Bo9g177610	Bo9g177610	2	0	1	1	0	0	2	1
Bo9g177620	Bo9g177620	97	285	349	267	182	389	428	421
Bo9g177630	Bo9g177630	36	73	58	37	19	75	120	100
Bo9g177640	Bo9g177640	40	116	145	131	75	128	138	119
Bo9g177650	Bo9g177650	31	52	72	51	46	139	170	141
Bo9g177660	Bo9g177660	311	685	445	283	161	526	638	545
Bo9g177670	Bo9g177670	0	0	0	0	0	1	3	5
Bo9g177680	Bo9g177680	0	0	56	45	48	33	25	26
Bo9g177700	Bo9g177700	0	0	0	0	0	2	0	1
Bo9g177720	Bo9g177720	0	0	0	0	0	1	5	2
Bo9g177730	Bo9g177730	0	0	19	14	13	6	3	3
Bo9g177740	Bo9g177740	9	19	0	0	0	1	9	2
Bo9g177760	Bo9g177760	0	4	9	8	7	14	30	32
Bo9g178760	Bo9g178760	182	473	455	366	202	480	529	463
Bo9g178780	Bo9g178780	0	0	4	0	3	1	1	1
Bo9g178790	Bo9g178790	0	0	3	0	0	0	0	0
Bo9g178800	Bo9g178800	10	45	37	22	22	18	40	29
Bo9g178810	Bo9g178810	29	53	130	69	83	150	109	113
Bo9g178820	Bo9g178820	118	184	418	215	153	215	312	331
Bo9g178830	Bo9g178830	0	2	0	1	7	3	18	12
Bo9g178840	Bo9g178840	87	201	221	184	119	256	266	270
Bo9g178850	Bo9g178850	0	1	18	11	9	0	5	4
Bo9g178860	Bo9g178860	21	84	128	112	83	113	112	112
Bo9g178870	Bo9g178870	32	165	255	223	162	145	198	236
Bo9g178880	Bo9g178880	30	79	153	112	85	153	158	156
Bo9g178890	Bo9g178890	674	1655	1370	1216	690	1177	1747	1684
Bo9g178900	Bo9g178900	409	817	610	384	177	681	962	835
Bo9g178910	Bo9g178910	21	35	12	12	5	18	50	50
Bo9g178920	Bo9g178920	11	38	44	44	16	63	56	63
Bo9g178930	Bo9g178930	0	2	3	4	4	2	7	15
Bo9g178950	Bo9g178950	93	284	274	211	156	313	307	293
Bo9g178960	Bo9g178960	39	89	201	110	96	69	92	82
Bo9g178970	Bo9g178970	1	5	283	203	137	8	8	8
Bo9g178980	Bo9g178980	4	15	0	4	7	10	7	7
Bo9g178990	Bo9g178990	986	2058	1372	1166	597	1620	2574	2028
Bo9g179000	Bo9g179000	107	313	378	325	272	979	718	754
Bo9g179010	Bo9g179010	0	1	0	0	7	22	51	44
Bo9g179020	Bo9g179020	19	11	13	14	27	54	75	76
Bo9g179030	Bo9g179030	8	17	3	3	6	17	20	21
Bo9g179040	Bo9g179040	29	73	109	54	35	49	69	53
Bo9g179050	Bo9g179050	0	0	0	0	2	10	10	7
Bo9g180050	Bo9g180050	99	294	275	156	86	282	263	272
Bo9g180060	Bo9g180060	0	4	0	0	1	2	4	3
Bo9g180070	Bo9g180070	3	26	13	8	8	17	21	18
Bo9g180080	Bo9g180080	135	472	78	55	53	8	7	2
Bo9g180100	Bo9g180100	31	90	121	73	86	49	54	55
Bo9g180110	Bo9g180110	0	0	1	0	0	0	2	0
Bo9g181110	Bo9g181110	0	0	21	8	9	0	0	1
Bo9g181120	Bo9g181120	23	44	137	62	35	20	17	14
Bo9g181130	Bo9g181130	78	189	421	321	265	243	209	202
Bo9g181140	Bo9g181140	1	0	0	0	1	0	0	0
Bo9g181160	Bo9g181160	0	0	0	0	0	0	2	2
Bo9g181170	Bo9g181170	3	8	0	0	1	1	1	2
Bo9g181200	Bo9g181200	0	4	0	0	2	4	7	6
Bo9g181210	Bo9g181210	9	19	19	6	3	0	4	3
Bo9g181240	Bo9g181240	1	0	204	228	129	4	7	5
Bo9g181250	Bo9g181250	25	84	198	145	87	166	126	133
Bo9g181260	Bo9g181260	0	2	0	0	0	3	16	7
Bo9g181270	Bo9g181270	46	83	190	97	79	250	330	285
Bo9g181280	Bo9g181280	168	326	370	206	130	319	466	361
Bo9g181290	Bo9g181290	67	96	226	105	64	138	175	154
Bo9g181300	Bo9g181300	15	31	6	7	7	4	7	4
Bo9g181310	Bo9g181310	28	103	97	56	52	96	104	129
Bo9g181320	Bo9g181320	5	13	19	19	13	7	8	9
Bo9g181330	Bo9g181330	1	8	1	7	1	5	9	4
Bo9g181340	Bo9g181340	1	9	5	5	6	1	5	3
Bo9g181350	Bo9g181350	53	89	153	59	82	324	357	395
Bo9g181360	Bo9g181360	139	246	421	342	184	123	222	174
Bo9g181370	Bo9g181370	2	0	0	0	1	2	3	2
Bo9g181380	Bo9g181380	821	1427	4592	2311	2839	4766	4873	5168
Bo9g181390	Bo9g181390	1	8	2	1	2	11	4	7
Bo9g181400	Bo9g181400	43	86	81	80	50	117	96	91
Bo9g181410	Bo9g181410	9	44	60	37	25	23	50	31
Bo9g181420	Bo9g181420	129	337	531	359	313	483	509	523
Bo9g181430	Bo9g181430	4	25	33	18	13	48	35	31
Bo9g181440	Bo9g181440	0	0	0	0	0	1	0	4
Bo9g181450	Bo9g181450	1	1	24	6	8	0	1	2
Bo9g181460	Bo9g181460	0	0	0	0	2	0	1	0
Bo9g181470	Bo9g181470	11	24	44	22	22	44	38	41
Bo9g181490	Bo9g181490	19	32	71	49	38	73	89	72
Bo9g181500	Bo9g181500	12	29	37	15	19	35	52	32
Bo9g181510	Bo9g181510	0	0	1	0	0	1	0	0
Bo9g181520	Bo9g181520	7	37	21	13	18	26	34	25
Bo9g181530	Bo9g181530	0	0	0	0	1	0	2	1
Bo9g181540	Bo9g181540	31	101	53	44	17	101	153	131
Bo9g181550	Bo9g181550	0	0	1	0	3	0	1	0
Bo9g181560	Bo9g181560	5	6	17	18	21	0	15	17
Bo9g181580	Bo9g181580	0	1	0	1	1	2	1	3
Bo9g181600	Bo9g181600	562	1237	1079	754	627	1521	1488	1331
Bo9g181610	Bo9g181610	27	49	68	47	26	90	96	110
Bo9g181620	Bo9g181620	199	538	470	410	306	449	485	466
Bo9g181630	Bo9g181630	0	2	1	0	0	0	3	4
Bo9g181640	Bo9g181640	533	884	1592	993	852	974	1039	983
Bo9g181650	Bo9g181650	11	36	102	49	36	0	0	0
Bo9g181660	Bo9g181660	0	0	22	21	11	2	7	6
Bo9g181670	Bo9g181670	0	1	0	1	1	1	0	1
Bo9g181680	Bo9g181680	1	0	0	0	2	3	10	14
Bo9g181690	Bo9g181690	1	1	0	0	2	2	0	1
Bo9g181700	Bo9g181700	4	3	2	0	0	2	3	2
Bo9g181710	Bo9g181710	0	0	11	23	6	3	4	4
Bo9g181720	Bo9g181720	2	2	2	0	3	1	6	4
Bo9g181730	Bo9g181730	38	66	88	53	57	56	85	68
Bo9g181740	Bo9g181740	0	0	0	0	0	0	1	1
Bo9g181750	Bo9g181750	241	660	755	767	518	935	732	678
Bo9g181760	Bo9g181760	436	1097	1476	804	452	872	1455	1207
Bo9g181770	Bo9g181770	30	64	131	106	86	108	132	142
Bo9g181780	Bo9g181780	39	87	112	54	59	99	107	109
Bo9g181790	Bo9g181790	27	69	187	136	124	46	67	35
Bo9g181800	Bo9g181800	1	7	8	0	6	4	6	4
Bo9g181810	Bo9g181810	0	0	0	0	0	0	2	1
Bo9g181820	Bo9g181820	9	35	26	25	16	21	23	22
Bo9g181830	Bo9g181830	26	142	90	54	41	52	70	71
Bo9g181840	Bo9g181840	475	1035	781	626	443	984	1216	1003
Bo9g181850	Bo9g181850	327	742	1489	1102	893	1099	1124	1106
Bo9g181860	Bo9g181860	3	1	26	16	32	16	10	20
Bo9g181890	Bo9g181890	0	0	0	0	2	0	1	0
Bo9g181900	Bo9g181900	0	1	0	0	4	0	4	3
Bo9g181910	Bo9g181910	47	152	35	13	7	38	37	31
Bo9g181920	Bo9g181920	176	583	555	366	312	289	302	307
Bo9g181930	Bo9g181930	90	338	83	71	33	76	79	62
Bo9g181940	Bo9g181940	3	4	6	6	1	8	10	9
Bo9g181960	Bo9g181960	0	0	0	0	0	2	0	0
Bo9g181970	Bo9g181970	40	105	125	80	71	78	117	73
Bo9g181980	Bo9g181980	13	47	31	29	9	60	45	52
Bo9g181990	Bo9g181990	226	655	576	401	255	518	521	490
Bo9g182000	Bo9g182000	38	83	92	31	37	49	46	48
Bo9g182010	Bo9g182010	0	0	0	2	3	2	5	1
Bo9g182020	Bo9g182020	58	160	104	96	60	193	156	126
Bo9g183020	Bo9g183020	57	114	126	126	63	108	125	92
Bo9g183030	Bo9g183030	1	1	1	0	0	0	1	2
